message;severity;node;stamp;location
"Oh no! I hit the wall! (Clamping from [x=7.891010, y=-0.007283])";"30";"turtlesim1.sim";"1696320693.657191734";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=7.922170, y=-0.030707])";"30";"turtlesim3.sim";"1696320693.145747778";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=7.931173, y=-0.030707])";"30";"turtlesim3.sim";"1696320693.130229883";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=7.922170, y=-0.030707])";"30";"turtlesim2.sim";"1696320693.130227003";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=7.931173, y=-0.030707])";"30";"turtlesim2.sim";"1696320693.114146639";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=7.940177, y=-0.030707])";"30";"turtlesim3.sim";"1696320693.113786259";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=7.922170, y=-0.030707])";"30";"turtlesim1.sim";"1696320693.113313249";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=7.949180, y=-0.030707])";"30";"turtlesim3.sim";"1696320693.098152264";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=7.940177, y=-0.030707])";"30";"turtlesim2.sim";"1696320693.097602944";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=7.931173, y=-0.030707])";"30";"turtlesim1.sim";"1696320693.096960304";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=7.958183, y=-0.030707])";"30";"turtlesim3.sim";"1696320693.082567640";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=7.949180, y=-0.030707])";"30";"turtlesim2.sim";"1696320693.081720560";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=7.940177, y=-0.030707])";"30";"turtlesim1.sim";"1696320693.081566959";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=7.958183, y=-0.030707])";"30";"turtlesim2.sim";"1696320693.066300055";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=7.967187, y=-0.030707])";"30";"turtlesim3.sim";"1696320693.066276765";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=7.949180, y=-0.030707])";"30";"turtlesim1.sim";"1696320693.065229045";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=7.976190, y=-0.030707])";"30";"turtlesim3.sim";"1696320693.049945200";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=7.967187, y=-0.030707])";"30";"turtlesim2.sim";"1696320693.049930610";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=7.958183, y=-0.030707])";"30";"turtlesim1.sim";"1696320693.049876910";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=7.976190, y=-0.030707])";"30";"turtlesim2.sim";"1696320693.033989526";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=7.967187, y=-0.030707])";"30";"turtlesim1.sim";"1696320693.033822356";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=7.985193, y=-0.030707])";"30";"turtlesim3.sim";"1696320693.033625346";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=7.994196, y=-0.030707])";"30";"turtlesim3.sim";"1696320693.018396291";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=7.985193, y=-0.030707])";"30";"turtlesim2.sim";"1696320693.017596861";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=7.976190, y=-0.030707])";"30";"turtlesim1.sim";"1696320693.017483921";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=7.994196, y=-0.030707])";"30";"turtlesim2.sim";"1696320693.002197577";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=8.003200, y=-0.030707])";"30";"turtlesim3.sim";"1696320693.002102657";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=7.985193, y=-0.030707])";"30";"turtlesim1.sim";"1696320693.001156176";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=8.003200, y=-0.030707])";"30";"turtlesim2.sim";"1696320692.985759112";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=7.994196, y=-0.030707])";"30";"turtlesim1.sim";"1696320692.985730522";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=8.012203, y=-0.030707])";"30";"turtlesim3.sim";"1696320692.985727962";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=8.012203, y=-0.030707])";"30";"turtlesim2.sim";"1696320692.969780907";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=8.021206, y=-0.030707])";"30";"turtlesim3.sim";"1696320692.969744367";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=8.003200, y=-0.030707])";"30";"turtlesim1.sim";"1696320692.969395207";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=8.021206, y=-0.030707])";"30";"turtlesim2.sim";"1696320692.954204433";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=8.030210, y=-0.030707])";"30";"turtlesim3.sim";"1696320692.954150583";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=8.012203, y=-0.030707])";"30";"turtlesim1.sim";"1696320692.953072063";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=8.030210, y=-0.030707])";"30";"turtlesim2.sim";"1696320692.937832708";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=8.039213, y=-0.030707])";"30";"turtlesim3.sim";"1696320692.937779668";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=8.021206, y=-0.030707])";"30";"turtlesim1.sim";"1696320692.937685668";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=8.048216, y=-0.030707])";"30";"turtlesim3.sim";"1696320692.922267154";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=8.039213, y=-0.030707])";"30";"turtlesim2.sim";"1696320692.922252724";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=8.030210, y=-0.030707])";"30";"turtlesim1.sim";"1696320692.921360794";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=8.048216, y=-0.030707])";"30";"turtlesim2.sim";"1696320692.905851389";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=8.057220, y=-0.030707])";"30";"turtlesim3.sim";"1696320692.905671279";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=8.039213, y=-0.030707])";"30";"turtlesim1.sim";"1696320692.904995659";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=8.066223, y=-0.030707])";"30";"turtlesim3.sim";"1696320692.890118045";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=8.048216, y=-0.030707])";"30";"turtlesim1.sim";"1696320692.889665105";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=8.057220, y=-0.030707])";"30";"turtlesim2.sim";"1696320692.889459885";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=8.075226, y=-0.030707])";"30";"turtlesim3.sim";"1696320692.874326880";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=8.066223, y=-0.030707])";"30";"turtlesim2.sim";"1696320692.873511990";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=8.057220, y=-0.030707])";"30";"turtlesim1.sim";"1696320692.873288560";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=8.075226, y=-0.030707])";"30";"turtlesim2.sim";"1696320692.858158976";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=8.084229, y=-0.030707])";"30";"turtlesim3.sim";"1696320692.858064576";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=8.066223, y=-0.030707])";"30";"turtlesim1.sim";"1696320692.856957295";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=8.084229, y=-0.030707])";"30";"turtlesim2.sim";"1696320692.841727151";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=8.093233, y=-0.030707])";"30";"turtlesim3.sim";"1696320692.841716501";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=8.075226, y=-0.030707])";"30";"turtlesim1.sim";"1696320692.841579361";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=8.102236, y=-0.030707])";"30";"turtlesim3.sim";"1696320692.826115986";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=8.093233, y=-0.030707])";"30";"turtlesim2.sim";"1696320692.826095216";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=8.084229, y=-0.030707])";"30";"turtlesim1.sim";"1696320692.825249716";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=8.093233, y=-0.030707])";"30";"turtlesim1.sim";"1696320692.809790842";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=8.102236, y=-0.030707])";"30";"turtlesim2.sim";"1696320692.809720642";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=8.111239, y=-0.030707])";"30";"turtlesim3.sim";"1696320692.809683972";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=8.120243, y=-0.030707])";"30";"turtlesim3.sim";"1696320692.794236877";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=8.111239, y=-0.030707])";"30";"turtlesim2.sim";"1696320692.794205787";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=8.102236, y=-0.030707])";"30";"turtlesim1.sim";"1696320692.793437007";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=8.129246, y=-0.030707])";"30";"turtlesim3.sim";"1696320692.777904503";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=8.120243, y=-0.030707])";"30";"turtlesim2.sim";"1696320692.777897003";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=8.111239, y=-0.030707])";"30";"turtlesim1.sim";"1696320692.777078182";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=8.138249, y=-0.030707])";"30";"turtlesim3.sim";"1696320692.762287368";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=8.129246, y=-0.030707])";"30";"turtlesim2.sim";"1696320692.762221468";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=8.120243, y=-0.030707])";"30";"turtlesim1.sim";"1696320692.761779128";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=8.147252, y=-0.002053])";"30";"turtlesim3.sim";"1696320692.746386894";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=8.138249, y=-0.030707])";"30";"turtlesim2.sim";"1696320692.745645733";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=8.129246, y=-0.030707])";"30";"turtlesim1.sim";"1696320692.745315483";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=8.147252, y=-0.002053])";"30";"turtlesim2.sim";"1696320692.730116739";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=8.138249, y=-0.030707])";"30";"turtlesim1.sim";"1696320692.728953549";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=8.147252, y=-0.002053])";"30";"turtlesim1.sim";"1696320692.713554124";"./src/turtle.cpp:update:260"
